City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
115,Qaanaaq,GL,77.484,-69.3632,-3.68,70,8,4.47,clear sky
116,Geraldton,AU,-28.7667,114.6,77.41,41,0,11.5,clear sky
117,Krini,GR,39.387,22.3509,46.45,88,100,0.74,overcast clouds
118,Minab,IR,27.1467,57.0801,53.1,25,0,12.39,clear sky
119,Camacha,PT,33.0833,-16.3333,59.76,88,40,2.3,scattered clouds
120,Kudahuvadhoo,MV,2.6708,72.8944,79.66,78,96,2.08,overcast clouds
121,Nara,JP,34.6851,135.8049,52.97,60,74,11.63,broken clouds
122,Newcastle,AU,-32.9272,151.7765,78.49,59,20,5.01,light rain
123,Bathsheba,BB,13.2167,-59.5167,75.81,83,75,19.57,broken clouds
124,Nouadhibou,MR,20.931,-17.0347,62.58,72,0,18.41,clear sky
125,Buzias,RO,45.6492,21.6036,35.74,93,100,4.9,overcast clouds
126,Busselton,AU,-33.65,115.3333,69.04,40,100,2.71,overcast clouds
127,Schrobenhausen,DE,48.55,11.2667,39.45,94,100,4.99,overcast clouds
128,Ilhabela,BR,-23.7781,-45.3581,74.59,90,98,4.36,overcast clouds
129,Itaituba,BR,-4.2761,-55.9836,74.59,99,100,1.79,overcast clouds
130,Barrow,US,71.2906,-156.7887,-14.78,76,1,13.8,clear sky
131,Henties Bay,NA,-22.116,14.2845,60.85,91,1,7.0,clear sky
132,Asau,RO,46.4333,26.4,37.4,83,100,2.59,overcast clouds
133,Vung Tau,VN,10.346,107.0843,78.21,75,21,5.5,few clouds
134,Zhigansk,RU,66.7697,123.3711,-34.15,99,93,10.89,overcast clouds
135,Jamestown,US,42.097,-79.2353,38.79,55,1,5.01,clear sky
136,Richards Bay,ZA,-28.783,32.0377,75.2,71,100,6.73,overcast clouds
137,Tura,IN,25.5198,90.2201,61.75,69,0,2.1,clear sky
138,Moree,AU,-29.4667,149.85,84.22,30,75,5.75,broken clouds
139,Georgetown,MY,5.4112,100.3354,83.89,73,20,3.44,few clouds
140,Komsomolskiy,UZ,40.4272,71.7189,31.42,69,100,4.61,haze
141,Zhicheng,CN,30.2956,111.5047,49.98,64,3,4.03,clear sky
142,Daru,PG,-9.0763,143.2092,81.64,81,100,11.45,overcast clouds
143,Inhambane,MZ,-23.865,35.3833,77.92,94,29,7.0,scattered clouds
144,Muhororo,UG,0.9381,30.7594,63.3,60,100,2.1,overcast clouds
145,Yulara,AU,-25.2406,130.9889,85.84,37,10,12.66,clear sky
146,Vanavara,RU,60.34,102.2797,-42.39,99,47,2.59,scattered clouds
147,Noumea,NC,-22.2763,166.4572,76.98,92,100,1.43,moderate rain
148,Provideniya,RU,64.3833,-173.3,-9.29,70,0,15.66,clear sky
149,Tukrah,LY,32.5341,20.5791,60.62,56,52,12.97,broken clouds
150,Katsuura,JP,35.1333,140.3,55.51,42,63,14.65,broken clouds
151,Yerbogachen,RU,61.2767,108.0108,-43.58,100,54,3.04,broken clouds
152,San Patricio,US,28.017,-97.5169,62.46,68,0,5.44,clear sky
153,Pevek,RU,69.7008,170.3133,-32.82,97,10,2.06,clear sky
154,Bitung,ID,1.4451,125.1824,85.05,69,88,8.01,overcast clouds
155,Paamiut,GL,61.994,-49.6678,12.16,78,46,7.29,scattered clouds
156,San Andres,CO,12.5847,-81.7006,80.62,83,40,19.57,scattered clouds
157,Tingi,TZ,-11.3,35.0333,61.72,93,86,5.77,overcast clouds
158,Pangnirtung,CA,66.1451,-65.7125,-4.04,70,79,6.69,broken clouds
159,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.1,91,100,16.55,overcast clouds
160,Deputatskiy,RU,69.3,139.9,-37.14,100,52,1.66,broken clouds
161,Kruisfontein,ZA,-34.0033,24.7314,66.88,98,100,6.58,light rain
162,Hami,CN,42.8,93.45,22.23,44,15,3.27,few clouds
163,Bredasdorp,ZA,-34.5322,20.0403,60.28,90,98,3.29,overcast clouds
164,Cockburn Town,TC,21.4612,-71.1419,80.17,74,0,19.46,clear sky
165,Moron,AR,-34.6534,-58.6198,75.94,65,100,3.29,moderate rain
166,Narsaq,GL,60.9167,-46.05,16.02,77,68,6.62,broken clouds
167,Esna,EG,25.2934,32.554,60.82,53,90,5.68,overcast clouds
168,Laguna,US,38.421,-121.4238,52.02,91,90,1.99,light rain
169,Constitucion,CL,-35.3333,-72.4167,52.09,80,0,13.15,clear sky
170,Santa Cruz Cabralia,BR,-16.2781,-39.0247,77.23,88,20,3.44,few clouds
171,Denpasar,ID,-8.65,115.2167,87.46,74,20,10.36,few clouds
172,Tual,ID,-5.6667,132.75,83.28,77,100,14.47,overcast clouds
173,Gorontalo,ID,0.5412,123.0595,87.82,67,93,3.91,overcast clouds
174,Kindu,CD,-2.95,25.95,71.37,93,100,1.9,light rain
175,Gizo,SB,-8.103,156.8419,85.82,70,25,7.99,scattered clouds
176,Amapa,BR,1.0,-52.0,72.07,99,39,2.42,scattered clouds
177,Akhalgori,GE,42.126,44.4833,36.91,66,27,6.29,scattered clouds
178,Rosetta,EG,31.4044,30.4164,57.02,64,100,9.04,overcast clouds
179,Saskylakh,RU,71.9167,114.0833,-44.55,100,77,3.49,broken clouds
180,De Aar,ZA,-30.6497,24.0123,65.93,63,1,6.04,clear sky
181,Tasiilaq,GL,65.6145,-37.6368,37.56,91,100,5.03,overcast clouds
182,San Miguel,SV,13.4833,-88.1833,75.25,78,58,2.82,broken clouds
183,Yanji,CN,42.9075,129.5078,22.69,40,0,13.87,clear sky
184,Marzuq,YE,14.4,46.4667,52.61,60,1,3.65,clear sky
185,Staryy Nadym,RU,65.6118,72.6842,-26.25,100,48,3.29,scattered clouds
186,Inuvik,CA,68.3499,-133.7218,-4.94,77,90,14.97,mist
187,Broome,US,42.2506,-75.833,39.65,58,1,4.0,clear sky
188,Pusztavam,HU,47.4295,18.2265,31.28,92,10,8.93,clear sky
189,Mahebourg,MU,-20.4081,57.7,75.49,88,40,3.44,scattered clouds
190,Kununurra,AU,-15.7667,128.7333,100.38,34,96,8.05,overcast clouds
191,Oia,PT,40.5426,-8.5386,55.13,92,13,5.99,few clouds
192,Strezhevoy,RU,60.7333,77.5889,-0.42,99,86,3.27,overcast clouds
193,Churapcha,RU,62.0025,132.4325,-19.52,97,100,3.38,overcast clouds
194,Ukmerge,LT,55.25,24.75,29.68,93,100,2.51,overcast clouds
195,Pampa,US,35.5362,-100.9599,59.95,24,1,13.8,clear sky
196,Airai,TL,-8.9266,125.4092,75.69,59,79,0.74,broken clouds
197,Bansdih,IN,25.8833,84.2167,63.18,44,0,3.24,clear sky
198,Christchurch,NZ,-43.5333,172.6333,65.91,72,90,3.0,overcast clouds
199,Valparaiso,CL,-33.0393,-71.6273,58.64,62,0,3.44,clear sky
200,Gomel,BY,52.4345,30.9754,31.98,100,90,13.42,fog
201,Carnarvon,AU,-24.8667,113.6333,78.87,57,0,19.57,clear sky
202,Esperance,AU,-33.8667,121.9,69.64,43,84,6.17,broken clouds
203,Tuatapere,NZ,-46.1333,167.6833,63.82,54,91,8.12,overcast clouds
204,Tahoua,NE,14.8888,5.2692,69.37,14,100,10.33,overcast clouds
205,Dakar,SN,14.6937,-17.4441,72.48,67,47,9.8,scattered clouds
206,Bandarbeyla,SO,9.4942,50.8122,75.85,77,8,20.38,clear sky
207,Duxbury,US,42.0418,-70.6723,43.11,65,1,4.61,clear sky
208,Port Moresby,PG,-9.4431,147.1797,87.22,70,90,5.75,haze
209,Villazon,BO,-22.0866,-65.5942,57.24,46,17,7.05,few clouds
210,Tazovskiy,RU,67.4667,78.7,-28.3,94,18,5.08,few clouds
211,Presidente Medici,BR,-11.1753,-61.9014,74.75,96,100,6.58,light rain
212,Rosarito,MX,32.3333,-117.0333,57.24,66,1,1.95,clear sky
213,San Cristobal,VE,7.7669,-72.225,69.98,90,90,3.06,overcast clouds
214,Coquimbo,CL,-29.9533,-71.3436,60.53,82,0,6.91,clear sky
215,Fukue,JP,32.6881,128.8419,46.76,61,75,9.22,broken clouds
216,Watrous,CA,51.6668,-105.4679,22.78,86,39,1.14,scattered clouds
217,Manta,EC,-0.95,-80.7333,74.98,88,90,2.3,light rain
218,Goundam,ML,16.4145,-3.6708,71.65,14,83,8.14,broken clouds
219,Isangel,VU,-19.55,169.2667,87.91,70,75,8.05,light rain
220,Norman Wells,CA,65.282,-126.8329,-2.16,71,75,14.97,light snow
221,Sinjar,IQ,36.3209,41.8754,50.36,32,96,3.51,overcast clouds
222,Port Elizabeth,ZA,-33.918,25.5701,70.09,88,90,6.91,light rain
223,Illapel,CL,-31.6308,-71.1653,57.67,79,0,2.84,clear sky
224,Whitehorse,CA,60.7161,-135.0538,-3.23,70,90,8.99,light snow
225,Atlantis,ZA,-33.5667,18.4834,62.15,91,50,4.92,scattered clouds
226,Golspie,GB,57.9727,-3.978,48.38,75,100,29.8,overcast clouds
227,Kaabong,UG,3.4836,34.1492,65.25,60,73,17.25,broken clouds
228,Bethel,US,41.3712,-73.414,43.16,56,1,1.01,clear sky
229,Hasaki,JP,35.7333,140.8333,54.28,31,41,14.63,scattered clouds
230,Young,UY,-32.6833,-57.6333,66.16,84,91,5.82,overcast clouds
231,Chapais,CA,49.7834,-74.8492,28.18,95,100,10.74,light snow
232,Chudniv,UA,50.052,28.1175,37.69,95,100,8.14,overcast clouds
233,Peniche,PT,39.3558,-9.3811,57.76,77,6,8.86,clear sky
234,Sinnamary,GF,5.3833,-52.95,77.09,90,97,8.72,overcast clouds
235,Fort Nelson,CA,58.8053,-122.7002,0.99,78,75,5.75,light snow
236,Tam Ky,VN,15.5667,108.4833,76.98,78,39,12.44,scattered clouds
237,Methoni,GR,36.8197,21.7049,51.22,68,76,20.78,broken clouds
238,Thompson,CA,55.7435,-97.8558,3.36,85,90,2.3,light snow
239,Buala,SB,-8.145,159.5921,85.08,76,87,8.5,light rain
240,Kunya,NG,12.2233,8.5325,65.97,20,81,8.37,broken clouds
241,Talnakh,RU,69.4865,88.3972,-25.8,80,24,1.52,few clouds
242,Gualeguay,AR,-33.1416,-59.3097,66.67,96,100,9.78,light rain
243,Beloha,MG,-25.1667,45.05,75.18,61,13,9.78,few clouds
244,Manyana,BW,-23.4,21.7167,69.91,63,97,7.27,overcast clouds
245,Souillac,MU,-20.5167,57.5167,75.58,88,40,3.44,scattered clouds
246,San Angelo,US,31.4638,-100.437,52.9,34,1,3.0,clear sky
247,Tabat,ID,-2.635,115.2274,84.76,73,100,2.64,overcast clouds
248,Praia,CV,14.9215,-23.5087,73.94,83,100,16.11,overcast clouds
249,Bilibino,RU,68.0546,166.4372,-33.11,94,24,4.81,few clouds
250,Port Hedland,AU,-20.3167,118.5667,91.45,62,0,10.36,clear sky
251,Ashqelon,IL,31.6693,34.5715,69.93,49,100,3.36,overcast clouds
252,Ketchikan,US,55.3422,-131.6461,30.67,80,90,3.44,snow
253,George Town,MY,5.4112,100.3354,83.89,73,20,3.44,few clouds
254,Hofn,IS,64.2539,-15.2082,39.83,77,100,3.04,overcast clouds
255,Ancud,CL,-41.8697,-73.8203,49.53,82,100,5.01,overcast clouds
256,Severo-Yeniseyskiy,RU,60.3725,93.0408,-17.82,100,83,2.73,broken clouds
257,Comodoro Rivadavia,AR,-45.8667,-67.5,57.06,82,77,6.91,light rain
258,Lorengau,PG,-2.0226,147.2712,85.48,74,100,13.96,light rain
259,Banjar,ID,-8.19,114.9675,87.66,70,34,1.52,scattered clouds
260,Marawi,PH,7.9986,124.2928,74.64,63,90,3.94,overcast clouds
261,Necochea,AR,-38.5473,-58.7368,58.89,68,5,8.3,clear sky
262,Hanko,FI,59.8333,22.95,33.85,75,83,8.5,broken clouds
263,Beni Suef,EG,29.0731,31.0979,61.07,68,99,5.77,overcast clouds
264,Tres Arroyos,AR,-38.3739,-60.2798,60.08,49,2,3.51,clear sky
265,Teguise,ES,29.0605,-13.564,57.42,82,0,6.91,clear sky
266,Maldonado,UY,-34.6667,-54.9167,74.59,85,50,7.02,scattered clouds
267,Margate,GB,51.3813,1.3862,53.31,79,100,5.01,overcast clouds
268,Bealanana,MG,-14.55,48.7333,62.13,89,99,2.55,overcast clouds
269,Sur,OM,22.5667,59.5289,71.04,64,0,8.79,clear sky
270,Mporokoso,ZM,-9.3727,30.125,60.57,85,50,3.83,scattered clouds
271,Chantada,ES,42.6088,-7.7712,46.81,88,7,2.71,clear sky
272,Port Lincoln,AU,-34.7333,135.8667,64.44,55,100,14.43,overcast clouds
273,Port Augusta,AU,-32.5,137.7667,64.54,50,88,17.67,light rain
274,Victoria,HK,22.2855,114.1577,66.96,69,2,1.99,clear sky
275,Eydhafushi,MV,5.1033,73.0708,80.55,81,99,15.32,overcast clouds
276,Ahipara,NZ,-35.1667,173.1667,68.4,95,100,6.38,light rain
277,Los Llanos De Aridane,ES,28.6585,-17.9182,62.35,81,90,5.01,overcast clouds
278,Mao,ES,39.8885,4.2658,48.76,93,0,5.75,clear sky
279,Ulagan,RU,50.6321,87.9563,17.51,95,100,0.92,light snow
280,Placido De Castro,BR,-10.3353,-67.1856,75.13,97,100,3.6,overcast clouds
281,Tibiao,PH,11.2915,122.0354,82.29,76,100,7.29,overcast clouds
282,Rincon,US,32.296,-81.2354,55.85,66,1,4.61,clear sky
283,Vardo,NO,70.3705,31.1107,30.18,80,75,24.16,broken clouds
284,Port Hawkesbury,CA,45.6169,-61.3485,38.7,67,1,8.01,clear sky
285,Husavik,IS,66.0449,-17.3389,39.11,80,97,15.12,overcast clouds
286,Susanville,US,40.4163,-120.653,42.64,78,1,18.41,light snow
287,Barcelos,PT,41.5388,-8.6151,52.92,80,8,5.7,clear sky
288,Bagar,IN,28.1874,75.5005,58.64,41,52,4.18,broken clouds
289,Cremlingen,DE,52.25,10.65,49.24,83,90,3.0,overcast clouds
290,Anchorage,US,61.2181,-149.9003,8.64,59,1,12.66,clear sky
291,Abonnema,NG,4.7084,6.7931,79.36,86,47,3.71,scattered clouds
292,Mackay,AU,-21.15,149.2,88.68,58,25,18.41,scattered clouds
293,Meadow Lake,US,34.8014,-106.5436,43.43,35,1,2.51,clear sky
294,Khash,IR,28.2211,61.2158,41.86,33,0,2.35,clear sky
295,Longyearbyen,SJ,78.2186,15.6401,31.84,74,75,16.11,broken clouds
296,Brae,GB,60.3964,-1.353,49.91,85,100,35.79,overcast clouds
297,Byron Bay,AU,-28.65,153.6167,78.91,65,74,12.46,broken clouds
298,Ballina,AU,-28.8667,153.5667,78.98,66,40,16.11,scattered clouds
299,Sisimiut,GL,66.9395,-53.6735,16.0,80,20,11.41,few clouds
300,Pouembout,NC,-21.1333,164.9,76.35,94,100,4.43,heavy intensity rain
301,Abha,SA,18.2164,42.5053,44.42,52,0,0.0,clear sky
302,Taseyevo,RU,57.2169,94.8978,2.64,95,99,5.08,overcast clouds
303,Kjollefjord,NO,70.9457,27.3465,27.81,96,100,9.64,light snow
304,Ibra,OM,22.6906,58.5334,59.32,63,0,1.21,clear sky
305,Salalah,OM,17.0151,54.0924,71.69,46,0,10.36,clear sky
306,Clarence Town,AU,-32.5833,151.7833,76.6,47,2,6.17,clear sky
307,Mumbwa,ZM,-14.9783,27.0619,73.35,37,49,9.78,scattered clouds
308,Dunedin,NZ,-45.8742,170.5036,61.97,70,100,12.08,overcast clouds
309,Luderitz,NA,-26.6481,15.1594,60.12,81,17,11.36,few clouds
310,Awjilah,LY,29.1081,21.2869,52.34,77,0,7.45,clear sky
311,Saint-Louis,SN,16.3333,-15.0,76.33,12,100,10.11,overcast clouds
312,Kysyl-Syr,RU,63.8986,122.7617,-22.11,97,100,6.58,overcast clouds
313,Mantua,IT,45.1667,10.7833,42.82,89,95,2.82,light snow
314,Mae Sai,TH,20.4335,99.8762,71.44,61,0,2.3,clear sky
315,Kinablangan,PH,7.6947,126.5503,83.19,76,100,7.27,overcast clouds
316,Leon,MX,21.1167,-101.6667,57.25,42,18,5.48,few clouds
317,Chateau-Gontier,FR,47.8333,-0.7,48.92,95,17,6.02,few clouds
318,Lyngseidet,NO,69.5763,20.2189,33.89,91,100,7.4,overcast clouds
319,La Quinta,US,33.6634,-116.31,60.84,35,14,2.8,few clouds
320,Talara,PE,-4.5772,-81.2719,67.35,86,21,8.63,few clouds
321,Coahuayana,MX,18.7333,-103.6833,75.11,92,12,2.44,few clouds
322,Yilan,TW,24.757,121.753,64.56,92,100,0.94,overcast clouds
323,Salekhard,RU,66.53,66.6019,-16.06,100,78,0.51,broken clouds
324,Rocha,UY,-34.4833,-54.3333,63.99,91,36,6.53,scattered clouds
325,Half Moon Bay,US,37.4636,-122.4286,54.79,93,90,8.99,mist
326,Phek,IN,25.6667,94.5,52.39,67,17,1.41,few clouds
327,Khilok,RU,51.3674,110.4676,17.71,69,95,3.24,overcast clouds
328,Quang Ngai,VN,15.1167,108.8,74.89,81,43,12.64,scattered clouds
329,Maarianhamina,AX,60.0973,19.9348,31.86,100,90,2.3,fog
330,Goulburn,AU,-34.75,149.7167,74.64,43,0,5.86,clear sky
331,Chongwe,ZM,-15.3292,28.682,69.98,42,29,5.21,scattered clouds
332,Canals,ES,38.9625,-0.5844,52.02,90,10,4.29,clear sky
333,Butka,RU,56.7179,63.7866,15.48,78,46,8.75,scattered clouds
334,Nagua,DO,19.3832,-69.8474,75.45,87,42,5.91,scattered clouds
335,Thames,NZ,-37.1333,175.5333,69.89,91,100,5.99,moderate rain
336,Odweyne,SO,9.4092,45.064,61.86,47,6,6.71,clear sky
337,Jumla,NP,29.2747,82.1838,46.29,25,42,2.62,scattered clouds
338,Kamenka,RU,51.3223,42.7678,18.75,60,100,13.13,overcast clouds
339,Xuddur,SO,4.1213,43.8894,71.6,77,96,17.78,overcast clouds
340,Katobu,ID,-4.9408,122.5276,86.56,66,100,4.54,overcast clouds
341,Lagoa,PT,39.05,-27.9833,58.14,51,100,16.75,overcast clouds
342,Sao Filipe,CV,14.8961,-24.4956,74.91,72,94,8.12,overcast clouds
343,Manadhoo,MV,5.7667,73.3833,81.84,78,92,19.93,overcast clouds
344,Likasi,CD,-10.9814,26.7333,61.7,86,74,2.19,broken clouds
345,Xam Nua,LA,20.4197,104.0439,61.18,78,59,3.71,broken clouds
346,Bintulu,MY,3.1667,113.0333,82.81,83,20,3.0,few clouds
347,Tall Kayf,TR,37.0833,41.0667,48.54,32,90,4.99,overcast clouds
