City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Chase,CA,50.8165,-119.6857,34.68,96,100,2.93,overcast clouds
349,Monteagudo,BO,-19.8167,-63.9833,65.68,96,85,1.92,overcast clouds
350,Hovd,MN,48.0056,91.6419,10.04,60,75,3.58,broken clouds
351,Suoyarvi,RU,62.0833,32.35,22.6,97,100,1.72,light snow
352,Changli,CN,39.7042,119.1506,33.78,30,0,12.88,clear sky
353,Deniliquin,AU,-35.5333,144.9667,96.01,14,4,6.06,clear sky
354,Nikolskoye,RU,59.7035,30.7861,24.8,99,100,2.17,snow
355,Kalmunai,LK,7.4167,81.8167,80.42,83,99,11.23,overcast clouds
356,Xining,CN,36.6167,101.7667,26.82,23,0,2.24,clear sky
357,Russell,US,32.3502,-85.1999,47.8,93,1,0.0,clear sky
358,Matara,LK,5.9485,80.5353,80.78,74,100,8.55,overcast clouds
359,Ugoofaaru,MV,5.6667,73.0,81.34,79,93,18.34,overcast clouds
360,La Ronge,CA,55.1001,-105.2842,3.45,85,90,1.14,overcast clouds
361,Fleetwood,GB,53.9253,-3.0109,53.74,81,100,19.62,overcast clouds
362,Belmonte,BR,-15.8631,-38.8828,77.5,88,81,6.93,broken clouds
363,Santiago,CL,-33.4569,-70.6483,64.85,48,0,9.22,clear sky
364,Hervey Bay,AU,-25.2986,152.8535,83.01,63,32,5.01,scattered clouds
365,Buta,CD,2.7858,24.73,69.76,94,26,2.1,scattered clouds
366,Saint Anthony,US,45.0205,-93.218,33.73,73,1,1.01,clear sky
367,Ciudad Bolivar,VE,8.1222,-63.5497,74.89,90,78,7.87,broken clouds
368,Bucerias,MX,20.75,-105.3333,78.78,78,75,0.0,broken clouds
369,Leningradskiy,RU,69.3833,178.4167,-30.86,89,7,3.76,clear sky
370,Ust-Nera,RU,64.5667,143.2,-36.62,100,100,0.92,overcast clouds
371,Nador,MA,35.174,-2.9287,57.45,94,75,0.0,broken clouds
372,Florence,IT,43.7667,11.25,43.09,80,75,1.14,broken clouds
373,Vryburg,ZA,-26.9566,24.7284,66.29,80,75,3.91,light rain
374,Riviere-Au-Renard,CA,48.9957,-64.3971,32.0,66,21,17.98,few clouds
375,Budogoshch,RU,59.2816,32.4707,30.87,98,100,5.48,light snow
376,Huaiyin,CN,33.5886,119.0192,41.76,32,0,4.25,clear sky
377,Dingle,PH,10.9995,122.6711,82.98,79,47,13.09,scattered clouds
378,Lipova,RO,46.0833,21.7,35.24,96,100,3.4,overcast clouds
379,Mitu,CO,1.1983,-70.1733,73.36,92,77,2.01,broken clouds
380,Balotra,IN,25.8333,72.2333,61.72,39,69,4.85,broken clouds
381,Lewistown,US,40.5992,-77.5714,39.51,86,1,4.61,light intensity drizzle
382,Port Blair,IN,11.6667,92.75,82.36,65,57,16.26,broken clouds
383,Diego De Almagro,CL,-26.3667,-70.05,60.94,44,0,2.84,clear sky
384,Mattawa,US,46.7379,-119.9028,41.11,64,5,18.01,clear sky
385,Tsuyama,JP,35.05,134.0,53.35,60,64,7.56,broken clouds
386,Gleisdorf,AT,47.1061,15.7127,36.86,79,97,2.39,overcast clouds
387,Neuquen,AR,-38.9516,-68.0591,62.49,34,0,12.66,clear sky
388,Kargasok,RU,59.0556,80.8572,-11.43,99,99,3.69,overcast clouds
389,Dhidhdhoo,MV,6.8833,73.1,81.3,76,96,7.02,overcast clouds
390,Madang,PG,-5.2246,145.7966,85.98,66,97,3.24,overcast clouds
391,Road Town,VG,18.4167,-64.6167,79.0,76,7,21.83,clear sky
392,Baghdad,IQ,33.3406,44.4009,44.51,70,0,5.75,clear sky
393,Gouyave,GD,12.1646,-61.7296,75.97,94,75,12.66,broken clouds
394,Haines Junction,CA,60.7522,-137.5108,-7.65,59,100,10.36,overcast clouds
395,Harboore,DK,56.6175,8.1807,43.18,90,81,10.92,broken clouds
396,Kardla,EE,58.9978,22.7492,33.03,96,70,5.84,broken clouds
397,Kaitangata,NZ,-46.2817,169.8464,61.93,63,40,6.8,scattered clouds
398,Mocuba,MZ,-16.8392,36.9856,75.22,69,6,4.23,clear sky
399,Metro,ID,-5.1131,105.3067,84.85,69,63,6.11,broken clouds
400,Lavrentiya,RU,65.5833,-171.0,-14.98,90,60,2.84,broken clouds
401,Zyryanka,RU,65.75,150.85,-31.58,93,100,10.02,overcast clouds
402,Prince Rupert,CA,54.3161,-130.3201,37.09,74,75,10.36,broken clouds
403,Baoding,CN,38.8511,115.4903,35.58,34,0,6.33,clear sky
404,Sambek,RU,47.7431,39.8308,27.68,63,100,19.35,overcast clouds
405,Rio Grande,BR,-32.035,-52.0986,69.71,79,1,16.58,clear sky
406,Anadyr,RU,64.75,177.4833,-21.53,92,100,7.7,overcast clouds
407,Vestmanna,FO,62.1564,-7.1664,36.52,87,90,16.11,overcast clouds
408,Nioro,GM,13.35,-15.75,72.37,51,71,5.48,broken clouds
409,Khuzhir,RU,53.1939,107.3397,24.39,60,90,13.89,overcast clouds
410,Nome,US,64.5011,-165.4064,-16.53,69,1,5.75,clear sky
411,Slavyanka,RU,42.8633,131.3847,23.27,41,2,12.19,clear sky
412,Qui Nhon,VN,13.7667,109.2333,74.61,87,98,21.72,overcast clouds
413,Noshiro,JP,40.2039,140.0242,31.14,66,100,29.91,light snow
414,Madrid,ES,40.4165,-3.7026,45.37,84,0,5.01,clear sky
415,Yabelo,ET,4.8833,38.0833,56.48,59,95,7.23,overcast clouds
416,Linxia,CN,35.6003,103.2064,30.47,47,0,2.3,clear sky
417,Usinsk,RU,65.9939,57.5281,10.04,95,99,14.07,overcast clouds
418,Sechura,PE,-5.5569,-80.8222,69.01,77,20,9.64,few clouds
419,Krasnoselkup,RU,65.7,82.4667,-26.36,92,96,5.88,overcast clouds
420,Sitio Novo Do Tocantins,BR,-5.5183,-47.4611,74.37,93,100,0.27,overcast clouds
421,Yelan-Kolenovskiy,RU,51.1632,41.151,25.3,55,100,12.59,overcast clouds
422,Misratah,LY,32.3754,15.0925,59.81,49,70,14.79,broken clouds
423,Oktyabrskiy,RU,54.4815,53.471,9.37,92,19,3.74,few clouds
424,Praia Da Vitoria,PT,38.7333,-27.0667,57.45,72,40,18.79,scattered clouds
425,Puerto Madero,MX,14.7208,-92.4215,77.2,100,40,0.0,scattered clouds
426,Koluszki,PL,51.7387,19.8199,26.74,96,18,4.65,few clouds
427,Kaka,TM,37.3482,59.6143,46.38,81,100,11.45,overcast clouds
428,Vostok,RU,46.4856,135.8833,4.01,87,100,8.81,overcast clouds
429,Grindavik,IS,63.8424,-22.4338,41.47,87,75,14.97,broken clouds
430,Sola,VU,-13.8833,167.55,81.39,80,99,15.66,overcast clouds
431,Mosetse,BW,-20.75,26.65,73.87,46,87,9.33,overcast clouds
432,Jian,CN,27.1172,114.9793,54.41,65,98,6.46,overcast clouds
433,Biak,ID,-0.9131,122.8766,85.32,65,60,2.53,broken clouds
434,Pringsewu,ID,-5.3582,104.9744,87.03,62,42,1.74,scattered clouds
435,Northam,GB,51.0333,-4.2167,54.34,96,100,14.43,overcast clouds
436,Acarau,BR,-2.8856,-40.12,80.42,80,92,15.95,overcast clouds
437,Seymchan,RU,62.8833,152.4333,-14.93,89,100,10.56,overcast clouds
438,Tiksi,RU,71.6872,128.8694,-19.23,100,100,1.79,overcast clouds
439,Paratebueno,CO,4.3758,-73.2155,77.47,61,97,2.62,overcast clouds
440,Novyy Chirkey,RU,43.162,47.0559,44.38,79,29,15.5,scattered clouds
441,Kamiiso,JP,41.8167,140.65,28.78,80,75,28.77,light shower snow
442,Saint-Leu,RE,-21.15,55.2833,76.06,71,13,5.46,few clouds
443,Zhireken,RU,52.8249,117.3076,3.51,85,63,2.3,broken clouds
444,Mayo,US,38.8876,-76.5119,43.07,53,1,1.01,clear sky
445,Charagua,BO,-19.8,-63.2167,72.66,88,100,5.1,light rain
446,Rio De Loba,PT,40.666,-7.8778,44.24,82,8,4.38,clear sky
447,Grand Gaube,MU,-20.0064,57.6608,76.37,76,6,4.0,clear sky
448,Laurel,US,39.0993,-76.8483,42.58,55,1,1.99,clear sky
449,Kampong Chhnang,KH,12.1667,104.55,77.72,61,100,8.88,overcast clouds
450,Kolvereid,NO,64.8655,11.6047,35.78,91,100,9.55,overcast clouds
451,Landeck,AT,47.1301,10.5636,38.14,98,100,0.38,overcast clouds
452,Surt,LY,31.2089,16.5887,58.96,55,76,13.87,broken clouds
453,Bor,RU,56.3567,44.0669,15.73,90,90,6.35,overcast clouds
454,Brigham City,US,41.5102,-112.0155,41.02,64,90,0.0,overcast clouds
455,Eureka,US,40.8021,-124.1637,48.2,92,100,3.0,overcast clouds
456,Torbay,CA,47.6666,-52.7314,38.75,80,90,29.93,overcast clouds
457,Umuahia,NG,5.5263,7.4896,74.34,94,84,3.4,broken clouds
458,Kolyvan,RU,55.3053,82.7391,5.05,96,100,6.73,light snow
459,Clearlake,US,38.9582,-122.6264,49.62,71,100,2.73,overcast clouds
460,Letnik,RU,46.011,41.2657,35.06,81,100,20.58,overcast clouds
461,Conde,BR,-7.2597,-34.9075,76.46,83,75,4.61,light rain
462,Santa Lucia,ES,27.9117,-15.5407,54.72,77,20,10.36,few clouds
463,Port Hardy,CA,50.6996,-127.4199,37.4,93,90,2.3,overcast clouds
464,Gigmoto,PH,13.7796,124.39,79.81,86,89,16.33,overcast clouds
465,Labrea,BR,-7.2586,-64.7981,74.21,93,100,2.46,overcast clouds
466,Floro,NO,61.5996,5.0328,46.36,71,90,16.11,overcast clouds
467,Melfort,CA,52.8667,-104.6177,19.53,93,85,3.44,overcast clouds
468,Bonthe,SL,7.5264,-12.505,77.47,88,17,3.02,moderate rain
469,Saint Stephen,GB,50.3333,-4.9,53.74,93,90,18.41,overcast clouds
470,Caramay,PH,10.1815,119.236,81.09,87,100,11.88,overcast clouds
471,Stavelot,BE,50.393,5.9343,46.63,97,100,4.16,overcast clouds
472,Opochka,RU,56.7105,28.6617,30.25,96,99,5.64,overcast clouds
473,Aiud,RO,46.3,23.7167,41.81,91,100,2.13,overcast clouds
474,Sawtell,AU,-30.3833,153.1,79.12,60,14,14.97,few clouds
475,Winnemucca,US,40.973,-117.7357,42.85,49,90,12.66,overcast clouds
476,Foumban,CM,5.7291,10.9001,64.58,41,44,2.77,scattered clouds
477,Vanderhoof,CA,54.0166,-124.0198,18.75,93,100,2.59,overcast clouds
478,Santa Marinella,IT,42.0345,11.8536,41.68,60,5,7.43,clear sky
479,Tiznit,MA,29.5833,-9.5,58.87,40,77,5.88,broken clouds
480,Zunyi,CN,27.6867,106.9072,44.98,76,100,6.08,overcast clouds
481,Pozo Colorado,PY,-23.4923,-58.7972,74.19,93,100,6.11,light rain
482,Adrar,MR,20.5022,-10.0711,63.81,18,51,9.46,broken clouds
483,Wellington,NZ,-41.2866,174.7756,71.56,79,75,8.05,broken clouds
484,Sabzevar,IR,36.2126,57.6819,37.15,76,0,2.06,clear sky
485,Monrovia,LR,6.3005,-10.7969,79.74,84,41,5.64,light rain
486,Bac Giang,VN,21.2667,106.2,66.27,53,95,9.4,overcast clouds
487,Yinchuan,CN,38.4681,106.2731,27.88,33,0,0.36,clear sky
488,Durban,ZA,-29.8579,31.0292,75.92,92,99,4.0,overcast clouds
489,Fairbanks,US,64.8378,-147.7164,-11.78,71,20,0.0,light snow
490,Deep River,CA,46.1001,-77.4995,39.94,72,8,12.86,clear sky
491,Atambua,ID,-9.1061,124.8925,85.32,64,36,4.68,scattered clouds
492,Dubbo,AU,-32.25,148.6167,80.73,29,0,9.22,clear sky
493,Bakel,SN,14.905,-12.4568,75.7,11,60,8.66,broken clouds
494,Kouqian,CN,43.6391,126.4578,19.49,57,1,10.98,clear sky
495,Azare,NG,11.6765,10.1948,67.44,24,100,7.67,overcast clouds
496,Alta Floresta,BR,-9.8756,-56.0861,72.23,95,100,1.14,overcast clouds
497,Port Arthur,CN,38.8,121.2667,42.91,49,1,16.89,clear sky
498,Oranjemund,NA,-28.55,16.4333,60.13,95,7,3.98,clear sky
499,Marshalltown,US,42.0494,-92.908,46.24,42,1,10.36,clear sky
500,Kolondieba,ML,11.0882,-6.8926,72.28,22,5,3.04,clear sky
501,Craigieburn,AU,-37.6,144.95,92.84,33,0,20.71,clear sky
502,Phalaborwa,ZA,-23.943,31.1411,76.28,77,84,9.6,broken clouds
503,Barranca,PE,-10.75,-77.7667,67.23,85,61,6.44,broken clouds
504,Jeremie,HT,18.65,-74.1167,77.31,75,0,4.45,clear sky
505,Moose Factory,CA,51.2585,-80.6094,26.6,86,90,6.91,overcast clouds
506,Aklavik,CA,68.2191,-135.0107,-4.97,90,100,20.36,overcast clouds
507,Prince George,CA,53.9166,-122.753,20.62,93,20,4.61,few clouds
508,Coos Bay,US,43.3665,-124.2179,45.86,97,90,9.22,overcast clouds
509,Vagur,FO,61.4732,-6.8119,41.05,97,100,35.79,overcast clouds
510,Punta Cardon,VE,11.6581,-70.215,79.02,81,98,12.41,overcast clouds
511,Trelew,AR,-43.249,-65.3051,59.25,58,95,10.18,overcast clouds
512,Dimbokro,CI,6.6451,-4.7048,74.26,94,3,2.1,clear sky
513,Mus,TR,39.0,41.75,30.02,56,100,6.2,overcast clouds
514,Caucaia,BR,-3.7361,-38.6531,85.06,76,75,12.66,broken clouds
515,Saint-Augustin,CA,51.226,-58.6502,26.76,65,97,27.18,overcast clouds
516,Changji,CN,44.0167,87.3167,7.59,85,82,0.0,broken clouds
517,Elumalai,IN,9.8667,77.7,77.9,78,98,3.38,overcast clouds
518,Chicama,PE,-7.8447,-79.1469,63.14,81,84,4.47,broken clouds
519,Teguldet,RU,57.3064,88.1667,-2.11,96,100,4.09,overcast clouds
520,Burgeo,CA,47.6167,-57.6152,35.02,70,95,34.67,overcast clouds
521,Vanimo,PG,-2.6741,141.3028,86.16,69,100,6.08,moderate rain
522,Durazno,UY,-33.4131,-56.5006,66.58,82,88,6.49,overcast clouds
523,Antofagasta,CL,-23.65,-70.4,61.88,78,18,2.44,few clouds
524,Jimo,CN,36.3897,120.4622,33.58,44,0,2.24,clear sky
525,Santa Cruz,BO,-17.8,-63.1667,76.46,94,90,13.8,overcast clouds
526,Zabid,YE,14.1951,43.3152,72.18,63,0,0.83,clear sky
527,Ossora,RU,59.2353,163.0719,8.94,92,100,27.4,snow
528,Wailuku,US,20.8911,-156.5047,79.75,76,40,14.0,scattered clouds
529,Osmena,PH,10.5208,119.9258,81.41,84,100,18.19,overcast clouds
530,Riga,LV,57.0,24.0833,28.92,100,90,5.75,mist
531,Semnan,IR,35.5729,53.3971,40.59,47,0,3.04,clear sky
532,Algiers,DZ,36.7525,3.042,39.02,93,20,3.44,few clouds
533,Arcachon,FR,44.5875,-1.0519,44.92,100,90,10.36,overcast clouds
534,Tautira,PF,-17.7333,-149.15,84.22,77,47,10.54,scattered clouds
535,Samarai,PG,-10.6167,150.6667,85.15,72,100,13.62,overcast clouds
536,Novopokrovka,UA,49.8425,36.5477,30.58,61,100,12.39,overcast clouds
537,Cairns,AU,-16.9167,145.7667,94.06,67,75,14.97,broken clouds
538,Galbshtadt,RU,53.2264,78.9845,4.86,95,97,9.95,overcast clouds
539,Acurenam,GQ,1.0322,10.6488,69.78,94,100,2.8,overcast clouds
540,Cuamba,MZ,-14.8031,36.5372,71.71,72,0,4.94,clear sky
541,Gornyy,RU,55.1153,83.9059,3.79,96,100,8.03,overcast clouds
542,Mayna,RU,54.1135,47.6231,15.19,77,29,6.55,scattered clouds
543,Puerto Varas,CL,-41.3195,-72.9854,51.85,93,90,3.44,light rain
544,Egvekinot,RU,66.3167,-179.1667,-20.78,76,6,7.87,clear sky
545,Aykhal,RU,66.0,111.5,-49.59,99,65,5.61,broken clouds
546,Kasempa,ZM,-13.4584,25.8338,69.03,53,99,2.82,overcast clouds
547,Wanning,CN,18.8003,110.3967,72.77,72,83,16.6,broken clouds
548,Freetown,SL,8.484,-13.2299,82.11,74,40,5.75,haze
549,Burnie,AU,-41.0667,145.9167,65.91,61,17,9.55,few clouds
550,Najran,SA,17.4924,44.1277,47.05,74,2,0.98,clear sky
551,Meybod,IR,32.2501,54.0166,41.02,51,0,1.77,clear sky
552,Roebourne,AU,-20.7833,117.1333,100.18,17,0,4.16,clear sky
553,Zeerust,ZA,-25.5369,26.0751,67.01,80,100,2.3,light rain
554,Hambantota,LK,6.1241,81.1185,77.34,100,20,4.61,few clouds
555,Kavieng,PG,-2.5744,150.7967,83.84,75,97,9.15,moderate rain
556,Jackson,US,42.4165,-122.8345,41.04,86,75,0.0,broken clouds
557,Verkhoyansk,RU,67.5447,133.385,-45.22,100,94,2.57,overcast clouds
558,Te Anau,NZ,-45.4167,167.7167,70.92,46,87,4.25,light rain
559,Fortuna,US,40.5982,-124.1573,47.93,92,90,1.01,overcast clouds
560,Cayenne,GF,4.9333,-52.3333,77.09,91,90,3.0,light rain
561,Puerto Ayacucho,VE,5.6639,-67.6236,77.72,75,67,9.37,broken clouds
562,Maragogi,BR,-9.0122,-35.2225,78.12,82,15,9.86,few clouds
563,Puro,PH,12.4841,123.3827,80.94,83,74,16.31,broken clouds
564,Impfondo,CG,1.6381,18.0667,71.58,91,100,3.02,overcast clouds
565,Carros,FR,43.7894,7.184,47.3,54,0,13.8,clear sky
566,Sobolevo,RU,54.4299,31.8996,31.35,98,100,5.46,snow
567,Mogadishu,SO,2.0371,45.3438,78.71,82,84,16.64,broken clouds
568,Ostrovnoy,RU,68.0531,39.5131,28.62,92,100,13.89,overcast clouds
569,Namatanai,PG,-3.6667,152.4333,86.7,66,97,7.34,light rain
570,Maksatikha,RU,57.797,35.8825,28.92,95,100,9.6,light snow
571,Conway,US,35.0887,-92.4421,44.71,69,1,3.44,clear sky
572,Bhawana,PK,31.5692,72.649,54.37,25,0,3.85,clear sky
573,Turukhansk,RU,65.8167,87.9833,-11.67,92,100,3.96,overcast clouds
574,Yerkoy,TR,39.6381,34.4672,43.23,53,0,5.03,clear sky
575,Valkeala,FI,60.9401,26.7979,30.6,100,75,3.44,light shower snow
576,Aksu,CN,41.1231,80.2644,21.87,66,19,1.28,few clouds
577,Ulaangom,MN,49.9811,92.0667,-2.61,90,100,2.73,overcast clouds
578,Alice Springs,AU,-23.7,133.8833,90.95,15,72,6.91,broken clouds
579,Mega,ET,4.05,38.3,59.58,59,84,11.14,broken clouds
580,San Carlos De Bariloche,AR,-41.1456,-71.3082,46.15,71,75,17.27,broken clouds
581,Morro Bay,US,35.3658,-120.8499,55.74,80,97,5.03,overcast clouds
582,Berlevag,NO,70.8578,29.0864,26.31,88,81,13.62,broken clouds
583,Carutapera,BR,-1.195,-46.02,79.59,82,29,7.94,scattered clouds
584,Maketu,NZ,-37.7667,176.45,68.95,100,100,8.19,light rain
585,Shubarkuduk,KZ,49.1447,56.4872,16.32,68,0,9.1,clear sky
586,Agropoli,IT,40.3469,14.9966,47.44,83,6,6.69,clear sky
587,Mentakab,MY,3.4865,102.3516,82.35,72,41,4.23,scattered clouds
588,Araci,BR,-11.3333,-38.9667,71.83,88,85,9.17,overcast clouds
589,Yar-Sale,RU,66.8333,70.8333,-17.68,99,91,2.82,overcast clouds
590,Rock Sound,BS,24.9,-76.2,78.42,76,1,14.36,clear sky
591,Hereford,GB,52.0568,-2.7148,54.01,93,100,3.0,overcast clouds
592,Brigantine,US,39.4101,-74.3646,42.01,66,1,5.75,clear sky
593,Saint George,US,37.1041,-113.5841,42.64,59,1,1.01,clear sky
594,Goderich,CA,43.7501,-81.7165,43.12,61,68,24.16,broken clouds
595,Pakokku,MM,21.3333,95.1,73.67,54,0,7.49,clear sky
596,Lanzhou,CN,36.0564,103.7922,24.08,50,0,0.85,clear sky
597,Homa Bay,KE,-0.5273,34.4571,66.81,69,100,4.79,overcast clouds
598,Verkhnevilyuysk,RU,63.4453,120.3167,-17.59,97,100,6.02,overcast clouds
599,Coxim,BR,-18.5067,-54.76,74.41,93,96,3.87,moderate rain
600,Manokwari,ID,-0.8667,134.0833,84.04,72,100,2.66,overcast clouds
601,Srednekolymsk,RU,67.45,153.6833,-32.24,95,100,2.59,overcast clouds
602,Iqaluit,CA,63.7506,-68.5145,1.13,70,75,5.99,broken clouds
603,Zelenogorskiy,RU,55.0333,87.0,-1.68,97,100,3.6,light snow
604,Kirkwall,GB,58.9848,-2.9587,50.05,71,75,39.12,broken clouds
605,Merauke,ID,-8.4667,140.3333,77.77,87,100,18.25,overcast clouds
606,Auki,SB,-8.7676,160.7034,83.62,83,89,12.86,overcast clouds
607,Darnah,LY,32.767,22.6367,57.65,73,4,9.6,clear sky
608,Gohpur,IN,26.8833,93.6333,59.25,56,0,4.43,clear sky
609,Krasnaya Gorka,RU,55.1962,56.6673,3.43,97,56,2.33,broken clouds
610,Williamsburg,US,37.2707,-76.7075,38.75,73,1,0.0,clear sky
611,Labuhan,ID,-6.8844,112.2051,86.49,64,37,8.97,scattered clouds
612,Bilma,NE,18.6853,12.9164,61.57,13,9,9.13,clear sky
613,Oda,JP,35.1833,132.5,47.17,51,98,10.4,overcast clouds
614,Seneffe,BE,50.5313,4.263,49.33,95,75,5.01,broken clouds
615,Acajutla,SV,13.5928,-89.8275,78.15,80,15,6.82,few clouds
616,Canberra,AU,-35.2835,149.1281,79.75,54,1,1.99,clear sky
617,Mount Isa,AU,-20.7333,139.5,100.17,9,4,10.36,clear sky
618,San Lorenzo,PY,-25.3333,-57.5333,77.94,78,75,3.0,broken clouds
619,Kilindoni,TZ,-7.9139,39.6668,78.78,78,88,4.88,moderate rain
620,Bonavista,CA,48.6499,-53.1147,38.12,70,99,30.09,overcast clouds
621,Slupsk,PL,54.4641,17.0287,34.41,97,100,4.85,overcast clouds
622,Longfeng,CN,46.55,125.1167,12.42,77,63,14.74,broken clouds
623,Silifke,TR,36.3778,33.9344,63.1,47,100,12.39,overcast clouds
624,Galesong,ID,-5.3166,119.3661,82.42,74,99,7.9,overcast clouds
625,Vagay,RU,57.9375,69.0217,14.05,94,99,7.02,light snow
626,Asopos,GR,36.7333,22.8667,50.72,80,9,6.85,clear sky
627,Bulgan,MN,48.8125,103.5347,17.98,29,4,4.54,clear sky
628,Wana,PK,32.2989,69.5725,41.85,33,0,2.71,clear sky
629,Xuzhou,CN,34.1805,117.1571,42.57,33,0,6.82,clear sky
630,Muroto,JP,33.2833,134.15,53.64,53,28,2.68,scattered clouds
631,Mitsamiouli,KM,-11.3847,43.2844,80.1,78,100,12.01,overcast clouds
632,Ust-Kuyga,RU,70.0167,135.6,-34.55,100,100,1.97,overcast clouds
633,Birjand,IR,32.8663,59.2211,23.47,58,0,6.91,clear sky
634,Nyurba,RU,63.2842,118.3319,-20.11,97,100,6.64,overcast clouds
635,Shakawe,BW,-18.3667,21.85,68.59,80,100,3.38,overcast clouds
636,Arrecife,ES,28.963,-13.5477,62.67,88,0,9.22,clear sky
637,Erie,US,42.7667,-78.6664,43.61,46,2,5.99,clear sky
638,Chingirlau,KZ,51.095,54.0814,13.32,84,4,4.43,clear sky
639,Robertsport,LR,6.7533,-11.3686,80.2,82,23,7.23,light rain
640,Slave Lake,CA,55.2834,-114.769,8.58,92,75,9.22,broken clouds
641,Okha,RU,53.5739,142.9478,26.06,92,100,22.41,light snow
642,Arroio Grande,BR,-32.2375,-53.0869,67.71,80,45,11.68,scattered clouds
643,Itiuba,BR,-10.6917,-39.8536,70.48,78,100,5.17,overcast clouds
644,Boone,US,39.0334,-92.3335,46.06,51,0,11.74,clear sky
645,Alginet,ES,39.2667,-0.4667,53.53,87,12,2.73,few clouds
646,Tilichiki,RU,60.4667,166.1,4.86,95,100,25.86,snow
647,Douentza,ML,14.9951,-2.9517,73.56,17,99,3.42,overcast clouds
648,Miles City,US,46.4083,-105.8406,43.77,39,1,11.5,clear sky
649,Kaohsiung,TW,22.6163,120.3133,73.35,68,75,4.0,broken clouds
650,Albina,SR,5.5,-54.05,73.31,99,99,1.23,overcast clouds
651,Makow Mazowiecki,PL,52.8649,21.1005,29.01,98,44,2.75,scattered clouds
652,Port Victoria,KE,0.0939,33.9756,68.32,66,88,4.97,overcast clouds
653,Portland,US,45.5234,-122.6762,43.38,93,90,1.99,light rain
654,Jinchang,CN,38.4953,102.1739,27.18,30,0,6.2,clear sky
655,Poum,NC,-20.2333,164.0167,78.39,89,100,14.79,heavy intensity rain
656,Kathmandu,NP,27.7167,85.3167,44.82,87,20,0.0,mist
657,Olafsvik,IS,64.8945,-23.7142,40.89,92,100,19.77,overcast clouds
658,Aktash,RU,50.3,87.7333,9.64,95,100,1.99,light snow
659,Buritis,BR,-15.6178,-46.4233,72.03,97,100,1.01,overcast clouds
660,Tamarindo,CU,22.1175,-78.9087,71.91,92,3,6.33,clear sky
661,Yafran,LY,32.0633,12.5286,44.33,71,52,4.74,broken clouds
662,Sorong,ID,-0.8833,131.25,82.8,79,100,2.33,overcast clouds
663,Ialibu,PG,-6.2821,143.9935,70.43,92,97,4.59,overcast clouds
664,Caxito,AO,-8.5785,13.6643,79.45,98,100,4.5,moderate rain
665,Boguchany,RU,58.3814,97.4531,-17.59,98,93,2.39,overcast clouds
666,Zhanaozen,KZ,43.3,52.8,21.45,77,1,11.21,clear sky
667,Mombetsu,JP,44.3525,143.3525,32.86,59,40,18.41,light shower snow
668,Djambala,CG,-2.5447,14.7533,67.3,94,100,2.66,overcast clouds
669,Hoquiam,US,46.9809,-123.8893,40.01,92,75,16.11,broken clouds
670,Pitsunda,GE,43.1592,40.3378,41.18,55,4,6.11,clear sky
671,Ulaanbaatar,MN,47.9077,106.8832,-2.07,71,6,0.0,smoke
672,Sabaudia,IT,41.3003,13.0282,45.19,58,6,5.14,clear sky
673,Sawakin,SD,19.1059,37.3321,80.19,71,59,11.81,broken clouds
674,Araouane,ML,18.9048,-3.5265,67.91,11,74,9.89,broken clouds
675,Tezu,IN,27.9167,96.1667,70.32,36,0,1.88,clear sky
676,Akhmim,EG,26.5622,31.745,62.8,38,94,3.04,overcast clouds
677,Taltal,CL,-25.4,-70.4833,62.06,82,3,3.8,clear sky
678,Kon Tum,VN,14.35,108.0,74.52,58,57,8.7,broken clouds
679,Leh,IN,34.1667,77.5833,9.09,73,71,2.53,broken clouds
680,Jacareacanga,BR,-6.2222,-57.7528,74.16,98,100,1.74,overcast clouds
681,Belaya Gora,RU,68.5333,146.4167,-44.63,100,100,1.72,overcast clouds
682,Hailar,CN,49.2,119.7,12.07,82,57,11.72,broken clouds
683,Coshocton,US,40.272,-81.8596,38.52,68,45,1.01,scattered clouds
684,Khipro,PK,25.8285,69.3772,62.19,22,90,5.75,overcast clouds
685,Nemuro,JP,43.3236,145.575,34.23,55,56,33.06,broken clouds
686,Constantine,DZ,36.365,6.6147,40.41,87,75,3.44,broken clouds
687,Althofen,AT,46.8818,14.4676,26.69,96,82,4.5,broken clouds
688,Puerto Quijarro,BO,-17.7833,-57.7667,75.58,94,93,2.8,light rain
689,Manakara,MG,-22.1333,48.0167,75.54,79,76,2.1,broken clouds
690,Summerville,US,33.0185,-80.1757,49.8,79,1,0.0,clear sky
691,Kovdor,RU,67.5662,30.4758,24.31,96,100,4.76,overcast clouds
692,Hualmay,PE,-11.0964,-77.6139,67.46,87,37,7.52,scattered clouds
693,Ulladulla,AU,-35.35,150.4667,74.88,63,8,8.61,clear sky
694,Chiredzi,ZW,-21.05,31.6667,74.68,62,100,4.97,overcast clouds
695,Weligama,LK,5.9667,80.4167,80.38,75,100,6.4,overcast clouds
696,Makakilo City,US,21.3469,-158.0858,80.92,61,20,16.11,few clouds
697,Raton,US,36.9034,-104.4391,42.19,17,1,0.0,clear sky
698,Vikindu,TZ,-7.0067,39.2985,72.59,93,50,1.1,moderate rain
699,Roald,NO,62.5833,6.1333,44.74,70,90,12.66,overcast clouds
700,Jiazi,CN,22.8779,116.067,65.75,64,93,13.4,overcast clouds
